ocel_event_id;ocel_IoT_object_id;ocel_qualifier
check_abnorm_tr12_Pcp151;rfidVYYKGK;RFID tag read at empty truck weighing
enter_tr36_Pcp209;rfidHYTHBN;RFID tag read at entrance
weigh_loaded_tr50_Pcp72;WS02;Weight sensor for loaded truck weighing
determine_continu_tr47_Pcp367_Silo4;Temp4;Temperature sensor for determining the pickup continuation
determine_continu_tr47_Pcp367_Silo4;Humd4;Humidity sensor for determining the pickup continuation
determine_continu_tr47_Pcp367_Silo4;GrainTemp10;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr47_Pcp367_Silo4;GrainTemp11;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr47_Pcp367_Silo4;GrainTemp12;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr13_Pcp25_Silo5;Temp5;Temperature sensor for determining the pickup continuation
determine_continu_tr13_Pcp25_Silo5;Humd5;Humidity sensor for determining the pickup continuation
determine_continu_tr13_Pcp25_Silo5;GrainTemp13;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr13_Pcp25_Silo5;GrainTemp14;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr13_Pcp25_Silo5;GrainTemp15;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr36_Pcp209;WS05;Weight sensor for empty truck weighing
weigh_loaded_tr2_Pcp179;WS13;Weight sensor for loaded truck weighing
determine_continu_tr12_Pcp151_Silo20;Temp20;Temperature sensor for determining the pickup continuation
determine_continu_tr12_Pcp151_Silo20;Humd20;Humidity sensor for determining the pickup continuation
determine_continu_tr12_Pcp151_Silo20;GrainTemp58;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr12_Pcp151_Silo20;GrainTemp59;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr12_Pcp151_Silo20;GrainTemp60;3rd grain temperature sensor for determining the pickup continuation
check_abnorm_tr36_Pcp209;rfidHYTHBN;RFID tag read at empty truck weighing
determine_continu_tr22_Pcp395_Silo9;Temp9;Temperature sensor for determining the pickup continuation
determine_continu_tr22_Pcp395_Silo9;Humd9;Humidity sensor for determining the pickup continuation
determine_continu_tr22_Pcp395_Silo9;GrainTemp25;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr22_Pcp395_Silo9;GrainTemp26;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr22_Pcp395_Silo9;GrainTemp27;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr36_Pcp209_Silo20;Temp20;Temperature sensor for determining the pickup continuation
determine_continu_tr36_Pcp209_Silo20;Humd20;Humidity sensor for determining the pickup continuation
determine_continu_tr36_Pcp209_Silo20;GrainTemp58;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr36_Pcp209_Silo20;GrainTemp59;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr36_Pcp209_Silo20;GrainTemp60;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr12_Pcp151;WS20;Weight sensor for loaded truck weighing
weigh_loaded_tr13_Pcp25;WS17;Weight sensor for loaded truck weighing
weigh_loaded_tr47_Pcp367;WS08;Weight sensor for loaded truck weighing
weigh_loaded_tr36_Pcp209;WS09;Weight sensor for loaded truck weighing
enter_tr3_Pcp342;rfidDRCUXI;RFID tag read at entrance
weigh_empty_tr3_Pcp342;WS01;Weight sensor for empty truck weighing
check_abnorm_tr3_Pcp342;rfidDRCUXI;RFID tag read at empty truck weighing
determine_continu_tr3_Pcp342_Silo14;Temp14;Temperature sensor for determining the pickup continuation
determine_continu_tr3_Pcp342_Silo14;Humd14;Humidity sensor for determining the pickup continuation
determine_continu_tr3_Pcp342_Silo14;GrainTemp40;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr3_Pcp342_Silo14;GrainTemp41;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr3_Pcp342_Silo14;GrainTemp42;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr22_Pcp395;WS03;Weight sensor for loaded truck weighing
weigh_loaded_tr3_Pcp342;WS09;Weight sensor for loaded truck weighing
enter_tr10_Pcp355;rfidOOVDPE;RFID tag read at entrance
weigh_empty_tr10_Pcp355;WS02;Weight sensor for empty truck weighing
check_abnorm_tr10_Pcp355;rfidOOVDPE;RFID tag read at empty truck weighing
determine_continu_tr10_Pcp355_Silo14;Temp14;Temperature sensor for determining the pickup continuation
determine_continu_tr10_Pcp355_Silo14;Humd14;Humidity sensor for determining the pickup continuation
determine_continu_tr10_Pcp355_Silo14;GrainTemp40;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr10_Pcp355_Silo14;GrainTemp41;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr10_Pcp355_Silo14;GrainTemp42;3rd grain temperature sensor for determining the pickup continuation
enter_tr21_Pcp177;rfidTLWXGZ;RFID tag read at entrance
enter_tr30_Pcp182;rfidCBMLGM;RFID tag read at entrance
weigh_empty_tr21_Pcp177;WS18;Weight sensor for empty truck weighing
check_abnorm_tr21_Pcp177;rfidTLWXGZ;RFID tag read at empty truck weighing
weigh_empty_tr30_Pcp182;WS09;Weight sensor for empty truck weighing
check_abnorm_tr30_Pcp182;rfidCBMLGM;RFID tag read at empty truck weighing
determine_continu_tr30_Pcp182_Silo6;Temp6;Temperature sensor for determining the pickup continuation
determine_continu_tr30_Pcp182_Silo6;Humd6;Humidity sensor for determining the pickup continuation
determine_continu_tr30_Pcp182_Silo6;GrainTemp16;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr30_Pcp182_Silo6;GrainTemp17;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr30_Pcp182_Silo6;GrainTemp18;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr21_Pcp177_Silo9;Temp9;Temperature sensor for determining the pickup continuation
determine_continu_tr21_Pcp177_Silo9;Humd9;Humidity sensor for determining the pickup continuation
determine_continu_tr21_Pcp177_Silo9;GrainTemp25;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr21_Pcp177_Silo9;GrainTemp26;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr21_Pcp177_Silo9;GrainTemp27;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr30_Pcp182;WS11;Weight sensor for loaded truck weighing
enter_tr20_Pcp202;rfidXPDNSC;RFID tag read at entrance
enter_tr49_Pcp487;rfidNJSWIM;RFID tag read at entrance
weigh_empty_tr20_Pcp202;WS13;Weight sensor for empty truck weighing
check_abnorm_tr20_Pcp202;rfidXPDNSC;RFID tag read at empty truck weighing
determine_continu_tr20_Pcp202_Silo10;Temp10;Temperature sensor for determining the pickup continuation
determine_continu_tr20_Pcp202_Silo10;Humd10;Humidity sensor for determining the pickup continuation
determine_continu_tr20_Pcp202_Silo10;GrainTemp28;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr20_Pcp202_Silo10;GrainTemp29;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr20_Pcp202_Silo10;GrainTemp30;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr49_Pcp487;WS19;Weight sensor for empty truck weighing
check_abnorm_tr49_Pcp487;rfidNJSWIM;RFID tag read at empty truck weighing
enter_tr44_Pcp159;rfidJRRVME;RFID tag read at entrance
determine_continu_tr49_Pcp487_Silo5;Temp5;Temperature sensor for determining the pickup continuation
determine_continu_tr49_Pcp487_Silo5;Humd5;Humidity sensor for determining the pickup continuation
determine_continu_tr49_Pcp487_Silo5;GrainTemp13;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr49_Pcp487_Silo5;GrainTemp14;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr49_Pcp487_Silo5;GrainTemp15;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr20_Pcp202;WS17;Weight sensor for loaded truck weighing
enter_tr7_Pcp77;rfidXNPCXE;RFID tag read at entrance
enter_tr40_Pcp100;rfidZEKWJR;RFID tag read at entrance
weigh_loaded_tr10_Pcp355;WS19;Weight sensor for loaded truck weighing
enter_tr25_Pcp153;rfidMFTSWW;RFID tag read at entrance
enter_tr32_Pcp423;rfidQCYTDW;RFID tag read at entrance
enter_tr4_Pcp252;rfidTGNSNI;RFID tag read at entrance
enter_tr8_Pcp419;rfidCEZEBQ;RFID tag read at entrance
enter_tr15_Pcp411;rfidIDWLCS;RFID tag read at entrance
weigh_empty_tr40_Pcp100;WS08;Weight sensor for empty truck weighing
weigh_empty_tr4_Pcp252;WS04;Weight sensor for empty truck weighing
weigh_empty_tr15_Pcp411;WS11;Weight sensor for empty truck weighing
weigh_empty_tr7_Pcp77;WS07;Weight sensor for empty truck weighing
check_abnorm_tr4_Pcp252;rfidTGNSNI;RFID tag read at empty truck weighing
check_abnorm_tr15_Pcp411;rfidIDWLCS;RFID tag read at empty truck weighing
check_abnorm_tr7_Pcp77;rfidXNPCXE;RFID tag read at empty truck weighing
check_abnorm_tr40_Pcp100;rfidZEKWJR;RFID tag read at empty truck weighing
weigh_empty_tr32_Pcp423;WS16;Weight sensor for empty truck weighing
check_abnorm_tr32_Pcp423;rfidQCYTDW;RFID tag read at empty truck weighing
weigh_empty_tr25_Pcp153;WS04;Weight sensor for empty truck weighing
determine_continu_tr7_Pcp77_Silo12;Temp12;Temperature sensor for determining the pickup continuation
determine_continu_tr7_Pcp77_Silo12;Humd12;Humidity sensor for determining the pickup continuation
determine_continu_tr7_Pcp77_Silo12;GrainTemp34;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr7_Pcp77_Silo12;GrainTemp35;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr7_Pcp77_Silo12;GrainTemp36;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr15_Pcp411_Silo16;Temp16;Temperature sensor for determining the pickup continuation
determine_continu_tr15_Pcp411_Silo16;Humd16;Humidity sensor for determining the pickup continuation
determine_continu_tr15_Pcp411_Silo16;GrainTemp46;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr15_Pcp411_Silo16;GrainTemp47;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr15_Pcp411_Silo16;GrainTemp48;3rd grain temperature sensor for determining the pickup continuation
enter_tr35_Pcp142;rfidPODCVH;RFID tag read at entrance
enter_tr38_Pcp284;rfidVIASXP;RFID tag read at entrance
check_abnorm_tr25_Pcp153;rfidMFTSWW;RFID tag read at empty truck weighing
enter_tr33_Pcp370;rfidMVJRXE;RFID tag read at entrance
determine_continu_tr4_Pcp252_Silo16;Temp16;Temperature sensor for determining the pickup continuation
determine_continu_tr4_Pcp252_Silo16;Humd16;Humidity sensor for determining the pickup continuation
determine_continu_tr4_Pcp252_Silo16;GrainTemp46;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr4_Pcp252_Silo16;GrainTemp47;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr4_Pcp252_Silo16;GrainTemp48;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr8_Pcp419;WS13;Weight sensor for empty truck weighing
enter_tr11_Pcp408;rfidSCPJCE;RFID tag read at entrance
enter_tr18_Pcp396;rfidEGNSMV;RFID tag read at entrance
check_abnorm_tr8_Pcp419;rfidCEZEBQ;RFID tag read at empty truck weighing
weigh_empty_tr35_Pcp142;WS06;Weight sensor for empty truck weighing
check_abnorm_tr35_Pcp142;rfidPODCVH;RFID tag read at empty truck weighing
determine_continu_tr25_Pcp153_Silo5;Temp5;Temperature sensor for determining the pickup continuation
determine_continu_tr25_Pcp153_Silo5;Humd5;Humidity sensor for determining the pickup continuation
determine_continu_tr25_Pcp153_Silo5;GrainTemp13;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr25_Pcp153_Silo5;GrainTemp14;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr25_Pcp153_Silo5;GrainTemp15;3rd grain temperature sensor for determining the pickup continuation
enter_tr45_Pcp296;rfidSLQPDR;RFID tag read at entrance
weigh_empty_tr33_Pcp370;WS08;Weight sensor for empty truck weighing
weigh_empty_tr44_Pcp159;WS01;Weight sensor for empty truck weighing
weigh_empty_tr18_Pcp396;WS17;Weight sensor for empty truck weighing
check_abnorm_tr33_Pcp370;rfidMVJRXE;RFID tag read at empty truck weighing
determine_continu_tr32_Pcp423_Silo2;Temp2;Temperature sensor for determining the pickup continuation
determine_continu_tr32_Pcp423_Silo2;Humd2;Humidity sensor for determining the pickup continuation
determine_continu_tr32_Pcp423_Silo2;GrainTemp4;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr32_Pcp423_Silo2;GrainTemp5;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr32_Pcp423_Silo2;GrainTemp6;3rd grain temperature sensor for determining the pickup continuation
check_abnorm_tr44_Pcp159;rfidJRRVME;RFID tag read at empty truck weighing
determine_continu_tr8_Pcp419_Silo16;Temp16;Temperature sensor for determining the pickup continuation
determine_continu_tr8_Pcp419_Silo16;Humd16;Humidity sensor for determining the pickup continuation
determine_continu_tr8_Pcp419_Silo16;GrainTemp46;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr8_Pcp419_Silo16;GrainTemp47;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr8_Pcp419_Silo16;GrainTemp48;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr40_Pcp100_Silo6;Temp6;Temperature sensor for determining the pickup continuation
determine_continu_tr40_Pcp100_Silo6;Humd6;Humidity sensor for determining the pickup continuation
determine_continu_tr40_Pcp100_Silo6;GrainTemp16;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr40_Pcp100_Silo6;GrainTemp17;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr40_Pcp100_Silo6;GrainTemp18;3rd grain temperature sensor for determining the pickup continuation
check_abnorm_tr18_Pcp396;rfidEGNSMV;RFID tag read at empty truck weighing
weigh_empty_tr11_Pcp408;WS11;Weight sensor for empty truck weighing
determine_continu_tr33_Pcp370_Silo6;Temp6;Temperature sensor for determining the pickup continuation
determine_continu_tr33_Pcp370_Silo6;Humd6;Humidity sensor for determining the pickup continuation
determine_continu_tr33_Pcp370_Silo6;GrainTemp16;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr33_Pcp370_Silo6;GrainTemp17;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr33_Pcp370_Silo6;GrainTemp18;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr45_Pcp296;WS06;Weight sensor for empty truck weighing
check_abnorm_tr11_Pcp408;rfidSCPJCE;RFID tag read at empty truck weighing
weigh_loaded_tr15_Pcp411;WS19;Weight sensor for loaded truck weighing
check_abnorm_tr45_Pcp296;rfidSLQPDR;RFID tag read at empty truck weighing
determine_continu_tr35_Pcp142_Silo2;Temp2;Temperature sensor for determining the pickup continuation
determine_continu_tr35_Pcp142_Silo2;Humd2;Humidity sensor for determining the pickup continuation
determine_continu_tr35_Pcp142_Silo2;GrainTemp4;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr35_Pcp142_Silo2;GrainTemp5;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr35_Pcp142_Silo2;GrainTemp6;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr18_Pcp396_Silo2;Temp2;Temperature sensor for determining the pickup continuation
determine_continu_tr18_Pcp396_Silo2;Humd2;Humidity sensor for determining the pickup continuation
determine_continu_tr18_Pcp396_Silo2;GrainTemp4;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr18_Pcp396_Silo2;GrainTemp5;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr18_Pcp396_Silo2;GrainTemp6;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr44_Pcp159_Silo1;Temp1;Temperature sensor for determining the pickup continuation
determine_continu_tr44_Pcp159_Silo1;Humd1;Humidity sensor for determining the pickup continuation
determine_continu_tr44_Pcp159_Silo1;GrainTemp1;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr44_Pcp159_Silo1;GrainTemp2;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr44_Pcp159_Silo1;GrainTemp3;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr25_Pcp153;WS14;Weight sensor for loaded truck weighing
enter_tr29_Pcp117;rfidOIGYVC;RFID tag read at entrance
weigh_loaded_tr7_Pcp77;WS11;Weight sensor for loaded truck weighing
determine_continu_tr11_Pcp408_Silo10;Temp10;Temperature sensor for determining the pickup continuation
determine_continu_tr11_Pcp408_Silo10;Humd10;Humidity sensor for determining the pickup continuation
determine_continu_tr11_Pcp408_Silo10;GrainTemp28;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr11_Pcp408_Silo10;GrainTemp29;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr11_Pcp408_Silo10;GrainTemp30;3rd grain temperature sensor for determining the pickup continuation
enter_tr19_Pcp131;rfidRCKRLL;RFID tag read at entrance
weigh_empty_tr38_Pcp284;WS13;Weight sensor for empty truck weighing
determine_continu_tr45_Pcp296_Silo13;Temp13;Temperature sensor for determining the pickup continuation
determine_continu_tr45_Pcp296_Silo13;Humd13;Humidity sensor for determining the pickup continuation
determine_continu_tr45_Pcp296_Silo13;GrainTemp37;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr45_Pcp296_Silo13;GrainTemp38;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr45_Pcp296_Silo13;GrainTemp39;3rd grain temperature sensor for determining the pickup continuation
enter_tr17_Pcp275;rfidVYEBVG;RFID tag read at entrance
enter_tr46_Pcp476;rfidEJHYOM;RFID tag read at entrance
weigh_empty_tr29_Pcp117;WS19;Weight sensor for empty truck weighing
check_abnorm_tr38_Pcp284;rfidVIASXP;RFID tag read at empty truck weighing
check_abnorm_tr29_Pcp117;rfidOIGYVC;RFID tag read at empty truck weighing
weigh_loaded_tr33_Pcp370;WS12;Weight sensor for loaded truck weighing
weigh_empty_tr19_Pcp131;WS13;Weight sensor for empty truck weighing
check_abnorm_tr19_Pcp131;rfidRCKRLL;RFID tag read at empty truck weighing
determine_continu_tr29_Pcp117_Silo13;Temp13;Temperature sensor for determining the pickup continuation
determine_continu_tr29_Pcp117_Silo13;Humd13;Humidity sensor for determining the pickup continuation
determine_continu_tr29_Pcp117_Silo13;GrainTemp37;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr29_Pcp117_Silo13;GrainTemp38;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr29_Pcp117_Silo13;GrainTemp39;3rd grain temperature sensor for determining the pickup continuation
enter_tr42_Pcp171;rfidLEEHFK;RFID tag read at entrance
determine_continu_tr19_Pcp131_Silo10;Temp10;Temperature sensor for determining the pickup continuation
determine_continu_tr19_Pcp131_Silo10;Humd10;Humidity sensor for determining the pickup continuation
determine_continu_tr19_Pcp131_Silo10;GrainTemp28;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr19_Pcp131_Silo10;GrainTemp29;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr19_Pcp131_Silo10;GrainTemp30;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr46_Pcp476;WS17;Weight sensor for empty truck weighing
weigh_loaded_tr40_Pcp100;WS02;Weight sensor for loaded truck weighing
enter_tr31_Pcp211;rfidJDEWMH;RFID tag read at entrance
check_abnorm_tr46_Pcp476;rfidEJHYOM;RFID tag read at empty truck weighing
weigh_loaded_tr18_Pcp396;WS16;Weight sensor for loaded truck weighing
weigh_loaded_tr45_Pcp296;WS14;Weight sensor for loaded truck weighing
determine_continu_tr38_Pcp284_Silo8;Temp8;Temperature sensor for determining the pickup continuation
determine_continu_tr38_Pcp284_Silo8;Humd8;Humidity sensor for determining the pickup continuation
determine_continu_tr38_Pcp284_Silo8;GrainTemp22;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr38_Pcp284_Silo8;GrainTemp23;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr38_Pcp284_Silo8;GrainTemp24;3rd grain temperature sensor for determining the pickup continuation
weigh_empty_tr17_Pcp275;WS04;Weight sensor for empty truck weighing
determine_continu_tr46_Pcp476_Silo16;Temp16;Temperature sensor for determining the pickup continuation
determine_continu_tr46_Pcp476_Silo16;Humd16;Humidity sensor for determining the pickup continuation
determine_continu_tr46_Pcp476_Silo16;GrainTemp46;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr46_Pcp476_Silo16;GrainTemp47;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr46_Pcp476_Silo16;GrainTemp48;3rd grain temperature sensor for determining the pickup continuation
enter_tr1_Pcp398;rfidBKTRLP;RFID tag read at entrance
check_abnorm_tr17_Pcp275;rfidVYEBVG;RFID tag read at empty truck weighing
weigh_empty_tr31_Pcp211;WS14;Weight sensor for empty truck weighing
check_abnorm_tr31_Pcp211;rfidJDEWMH;RFID tag read at empty truck weighing
weigh_empty_tr42_Pcp171;WS08;Weight sensor for empty truck weighing
check_abnorm_tr42_Pcp171;rfidLEEHFK;RFID tag read at empty truck weighing
weigh_empty_tr1_Pcp398;WS13;Weight sensor for empty truck weighing
check_abnorm_tr1_Pcp398;rfidBKTRLP;RFID tag read at empty truck weighing
determine_continu_tr31_Pcp211_Silo19;Temp19;Temperature sensor for determining the pickup continuation
determine_continu_tr31_Pcp211_Silo19;Humd19;Humidity sensor for determining the pickup continuation
determine_continu_tr31_Pcp211_Silo19;GrainTemp55;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr31_Pcp211_Silo19;GrainTemp56;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr31_Pcp211_Silo19;GrainTemp57;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr17_Pcp275_Silo2;Temp2;Temperature sensor for determining the pickup continuation
determine_continu_tr17_Pcp275_Silo2;Humd2;Humidity sensor for determining the pickup continuation
determine_continu_tr17_Pcp275_Silo2;GrainTemp4;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr17_Pcp275_Silo2;GrainTemp5;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr17_Pcp275_Silo2;GrainTemp6;3rd grain temperature sensor for determining the pickup continuation
enter_tr26_Pcp467;rfidNQRMLR;RFID tag read at entrance
enter_tr28_Pcp379;rfidUOOSAQ;RFID tag read at entrance
enter_tr24_Pcp197;rfidPCMKUV;RFID tag read at entrance
weigh_loaded_tr19_Pcp131;WS10;Weight sensor for loaded truck weighing
weigh_loaded_tr38_Pcp284;WS15;Weight sensor for loaded truck weighing
enter_tr37_Pcp72;rfidUSNSHC;RFID tag read at entrance
enter_tr43_Pcp309;rfidGETQDY;RFID tag read at entrance
weigh_loaded_tr31_Pcp211;WS10;Weight sensor for loaded truck weighing
determine_continu_tr1_Pcp398_Silo9;Temp9;Temperature sensor for determining the pickup continuation
determine_continu_tr1_Pcp398_Silo9;Humd9;Humidity sensor for determining the pickup continuation
determine_continu_tr1_Pcp398_Silo9;GrainTemp25;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr1_Pcp398_Silo9;GrainTemp26;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr1_Pcp398_Silo9;GrainTemp27;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr42_Pcp171_Silo6;Temp6;Temperature sensor for determining the pickup continuation
determine_continu_tr42_Pcp171_Silo6;Humd6;Humidity sensor for determining the pickup continuation
determine_continu_tr42_Pcp171_Silo6;GrainTemp16;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr42_Pcp171_Silo6;GrainTemp17;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr42_Pcp171_Silo6;GrainTemp18;3rd grain temperature sensor for determining the pickup continuation
enter_tr14_Pcp249;rfidYREIDQ;RFID tag read at entrance
weigh_loaded_tr46_Pcp476;WS19;Weight sensor for loaded truck weighing
weigh_loaded_tr29_Pcp117;WS16;Weight sensor for loaded truck weighing
weigh_empty_tr26_Pcp467;WS03;Weight sensor for empty truck weighing
check_abnorm_tr26_Pcp467;rfidNQRMLR;RFID tag read at empty truck weighing
weigh_empty_tr28_Pcp379;WS06;Weight sensor for empty truck weighing
weigh_loaded_tr4_Pcp252;WS04;Weight sensor for loaded truck weighing
check_abnorm_tr28_Pcp379;rfidUOOSAQ;RFID tag read at empty truck weighing
enter_tr23_Pcp270;rfidKGKHYU;RFID tag read at entrance
weigh_empty_tr37_Pcp72;WS14;Weight sensor for empty truck weighing
determine_continu_tr26_Pcp467_Silo12;Temp12;Temperature sensor for determining the pickup continuation
determine_continu_tr26_Pcp467_Silo12;Humd12;Humidity sensor for determining the pickup continuation
determine_continu_tr26_Pcp467_Silo12;GrainTemp34;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr26_Pcp467_Silo12;GrainTemp35;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr26_Pcp467_Silo12;GrainTemp36;3rd grain temperature sensor for determining the pickup continuation
check_abnorm_tr37_Pcp72;rfidUSNSHC;RFID tag read at empty truck weighing
weigh_empty_tr14_Pcp249;WS12;Weight sensor for empty truck weighing
weigh_empty_tr24_Pcp197;WS08;Weight sensor for empty truck weighing
check_abnorm_tr14_Pcp249;rfidYREIDQ;RFID tag read at empty truck weighing
check_abnorm_tr24_Pcp197;rfidPCMKUV;RFID tag read at empty truck weighing
weigh_loaded_tr44_Pcp159;WS19;Weight sensor for loaded truck weighing
weigh_empty_tr23_Pcp270;WS16;Weight sensor for empty truck weighing
weigh_empty_tr43_Pcp309;WS20;Weight sensor for empty truck weighing
check_abnorm_tr23_Pcp270;rfidKGKHYU;RFID tag read at empty truck weighing
determine_continu_tr24_Pcp197_Silo13;Temp13;Temperature sensor for determining the pickup continuation
determine_continu_tr24_Pcp197_Silo13;Humd13;Humidity sensor for determining the pickup continuation
determine_continu_tr24_Pcp197_Silo13;GrainTemp37;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr24_Pcp197_Silo13;GrainTemp38;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr24_Pcp197_Silo13;GrainTemp39;3rd grain temperature sensor for determining the pickup continuation
check_abnorm_tr43_Pcp309;rfidGETQDY;RFID tag read at empty truck weighing
determine_continu_tr37_Pcp72_Silo14;Temp14;Temperature sensor for determining the pickup continuation
determine_continu_tr37_Pcp72_Silo14;Humd14;Humidity sensor for determining the pickup continuation
determine_continu_tr37_Pcp72_Silo14;GrainTemp40;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr37_Pcp72_Silo14;GrainTemp41;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr37_Pcp72_Silo14;GrainTemp42;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr23_Pcp270_Silo6;Temp6;Temperature sensor for determining the pickup continuation
determine_continu_tr23_Pcp270_Silo6;Humd6;Humidity sensor for determining the pickup continuation
determine_continu_tr23_Pcp270_Silo6;GrainTemp16;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr23_Pcp270_Silo6;GrainTemp17;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr23_Pcp270_Silo6;GrainTemp18;3rd grain temperature sensor for determining the pickup continuation
determine_continu_tr28_Pcp379_Silo4;Temp4;Temperature sensor for determining the pickup continuation
determine_continu_tr28_Pcp379_Silo4;Humd4;Humidity sensor for determining the pickup continuation
determine_continu_tr28_Pcp379_Silo4;GrainTemp10;1st grain temperature sensor for determining the pickup continuation
determine_continu_tr28_Pcp379_Silo4;GrainTemp11;2nd grain temperature sensor for determining the pickup continuation
determine_continu_tr28_Pcp379_Silo4;GrainTemp12;3rd grain temperature sensor for determining the pickup continuation
weigh_loaded_tr42_Pcp171;WS10;Weight sensor for loaded truck weighing
enter_tr6_Pcp435;rfidQSKZVB;RFID tag read at entrance
weigh_loaded_tr11_Pcp408;WS05;Weight sensor for loaded truck weighing
enter_tr27_Pcp172;rfidWOMLHU;RFID tag read at entrance
