ocel_source_id;ocel_target_id;ocel_qualifier;ocel_time
tr14;Pcp197;Assigned truck for pickup plan;2024-05-10 08:53:59
tr17;Silo16;Truck determined for continuing pickup at silo;2024-05-10 08:54:19
tr38;Pcp86;Dropped truck from pickup plan;2024-05-10 08:54:49
tr6;Silo4;Truck determined for continuing pickup at silo;2024-05-10 08:54:49
tr7;Pcp168;Dropped truck from pickup plan;2024-05-10 08:55:17
tr16;Pcp163;Assigned truck for pickup plan;2024-05-10 08:56:02
tr32;Silo20;Truck determined for continuing pickup at silo;2024-05-10 08:58:41
tr26;Pcp320;Dropped truck from pickup plan;2024-05-10 09:00:43
tr18;Pcp207;Dropped truck from pickup plan;2024-05-10 09:01:06
tr5;Pcp334;Assigned truck for pickup plan;2024-05-10 09:04:47
tr29;Pcp113;Dropped truck from pickup plan;2024-05-10 09:09:46
Silo1;tr16;Aranged silo for truck;2024-05-10 09:14:48
tr1;Pcp207;Dropped truck from pickup plan;2024-05-10 09:15:24
Silo13;tr14;Aranged silo for truck;2024-05-10 09:16:05
tr16;Silo1;Truck determined for continuing pickup at silo;2024-05-10 09:16:49
tr40;Pcp1;Dropped truck from pickup plan;2024-05-10 09:23:53
tr17;Pcp305;Dropped truck from pickup plan;2024-05-10 09:24:27
tr4;Pcp428;Dropped truck from pickup plan;2024-05-10 09:28:36
tr14;Silo13;Truck determined for continuing pickup at silo;2024-05-10 09:28:54
tr24;Pcp249;Dropped truck from pickup plan;2024-05-10 09:30:22
tr32;Pcp64;Dropped truck from pickup plan;2024-05-10 09:30:39
tr8;Pcp221;Dropped truck from pickup plan;2024-05-10 09:33:31
tr9;Pcp431;Assigned truck for pickup plan;2024-05-10 09:34:20
tr15;Pcp96;Dropped truck from pickup plan;2024-05-10 09:35:06
tr28;Pcp155;Assigned truck for pickup plan;2024-05-10 09:37:00
Silo3;tr5;Aranged silo for truck;2024-05-10 09:37:14
tr46;Pcp309;Dropped truck from pickup plan;2024-05-10 09:37:39
tr6;Pcp336;Dropped truck from pickup plan;2024-05-10 09:38:54
tr23;Pcp389;Dropped truck from pickup plan;2024-05-10 09:43:59
tr5;Silo3;Truck determined for continuing pickup at silo;2024-05-10 09:47:50
tr39;Pcp362;Dropped truck from pickup plan;2024-05-10 09:58:37
Silo9;tr28;Aranged silo for truck;2024-05-10 10:01:11
Silo8;tr9;Aranged silo for truck;2024-05-10 10:03:02
tr43;Pcp472;Dropped truck from pickup plan;2024-05-10 10:04:00
tr19;Pcp20;Dropped truck from pickup plan;2024-05-10 10:06:14
tr28;Silo9;Truck determined for continuing pickup at silo;2024-05-10 10:06:41
tr9;Silo8;Truck determined for continuing pickup at silo;2024-05-10 10:07:36
tr45;Pcp102;Dropped truck from pickup plan;2024-05-10 10:12:15
tr14;Pcp197;Dropped truck from pickup plan;2024-05-10 10:27:17
tr42;Pcp23;Dropped truck from pickup plan;2024-05-10 10:33:54
tr31;Pcp484;Dropped truck from pickup plan;2024-05-10 10:38:07
tr28;Pcp155;Dropped truck from pickup plan;2024-05-10 10:44:00
tr37;Pcp253;Dropped truck from pickup plan;2024-05-10 10:48:06
tr27;Pcp336;Dropped truck from pickup plan;2024-05-10 10:51:58
tr9;Pcp431;Dropped truck from pickup plan;2024-05-10 11:36:32
tr16;Pcp163;Dropped truck from pickup plan;2024-05-10 12:11:33
tr5;Pcp334;Dropped truck from pickup plan;2024-05-10 12:24:56
tr48;Pcp95;Assigned truck for pickup plan;2024-05-10 13:36:35
Silo6;tr48;Aranged silo for truck;2024-05-10 13:45:10
tr34;Pcp311;Assigned truck for pickup plan;2024-05-10 13:47:06
tr41;Pcp49;Assigned truck for pickup plan;2024-05-10 13:55:25
tr48;Silo6;Truck determined for continuing pickup at silo;2024-05-10 13:55:34
Silo13;tr34;Aranged silo for truck;2024-05-10 13:59:13
tr2;Pcp397;Assigned truck for pickup plan;2024-05-10 14:08:29
tr34;Silo13;Truck determined for continuing pickup at silo;2024-05-10 14:10:13
tr12;Pcp104;Assigned truck for pickup plan;2024-05-10 14:11:41
tr50;Pcp48;Assigned truck for pickup plan;2024-05-10 14:12:32
Silo19;tr2;Aranged silo for truck;2024-05-10 14:23:40
Silo1;tr12;Aranged silo for truck;2024-05-10 14:23:44
tr2;Silo19;Truck determined for continuing pickup at silo;2024-05-10 14:27:02
Silo15;tr50;Aranged silo for truck;2024-05-10 14:31:43
tr12;Silo1;Truck determined for continuing pickup at silo;2024-05-10 14:35:45
Silo16;tr41;Aranged silo for truck;2024-05-10 14:39:48
tr50;Silo15;Truck determined for continuing pickup at silo;2024-05-10 14:42:03
tr48;Pcp95;Dropped truck from pickup plan;2024-05-10 14:44:24
tr41;Silo16;Truck determined for continuing pickup at silo;2024-05-10 14:44:26
tr34;Pcp311;Dropped truck from pickup plan;2024-05-10 14:55:38
tr41;Pcp49;Dropped truck from pickup plan;2024-05-10 15:02:06
tr47;Pcp430;Assigned truck for pickup plan;2024-05-10 15:15:19
tr13;Pcp490;Assigned truck for pickup plan;2024-05-10 15:16:31
Silo9;tr13;Aranged silo for truck;2024-05-10 15:27:03
tr13;Silo9;Truck determined for continuing pickup at silo;2024-05-10 15:35:56
Silo13;tr47;Aranged silo for truck;2024-05-10 15:38:30
tr47;Silo13;Truck determined for continuing pickup at silo;2024-05-10 15:47:46
tr36;Pcp369;Assigned truck for pickup plan;2024-05-10 15:49:35
tr22;Pcp330;Assigned truck for pickup plan;2024-05-10 15:51:44
tr50;Pcp48;Dropped truck from pickup plan;2024-05-10 15:52:12
tr3;Pcp270;Assigned truck for pickup plan;2024-05-10 16:02:19
Silo12;tr36;Aranged silo for truck;2024-05-10 16:02:36
tr36;Silo12;Truck determined for continuing pickup at silo;2024-05-10 16:06:50
Silo9;tr22;Aranged silo for truck;2024-05-10 16:08:36
tr2;Pcp397;Dropped truck from pickup plan;2024-05-10 16:21:27
Silo6;tr3;Aranged silo for truck;2024-05-10 16:24:36
tr22;Silo9;Truck determined for continuing pickup at silo;2024-05-10 16:26:29
tr3;Silo6;Truck determined for continuing pickup at silo;2024-05-10 16:32:27
tr13;Pcp490;Dropped truck from pickup plan;2024-05-10 17:15:47
tr22;Pcp330;Dropped truck from pickup plan;2024-05-10 17:20:46
tr47;Pcp430;Dropped truck from pickup plan;2024-05-10 17:22:39
tr12;Pcp104;Dropped truck from pickup plan;2024-05-10 17:27:16
tr36;Pcp369;Dropped truck from pickup plan;2024-05-10 17:41:01
tr3;Pcp270;Dropped truck from pickup plan;2024-05-10 19:27:58
tr10;Pcp116;Assigned truck for pickup plan;2024-05-12 06:37:01
Silo1;tr10;Aranged silo for truck;2024-05-12 06:53:01
tr10;Silo1;Truck determined for continuing pickup at silo;2024-05-12 07:08:20
tr35;Pcp342;Assigned truck for pickup plan;2024-05-12 08:04:30
tr10;Pcp116;Dropped truck from pickup plan;2024-05-12 08:14:42
tr20;Pcp103;Assigned truck for pickup plan;2024-05-12 08:16:26
Silo14;tr35;Aranged silo for truck;2024-05-12 08:26:20
Silo9;tr20;Aranged silo for truck;2024-05-12 08:28:13
tr30;Pcp202;Assigned truck for pickup plan;2024-05-12 08:28:21
tr21;Pcp310;Assigned truck for pickup plan;2024-05-12 08:29:45
tr44;Pcp427;Assigned truck for pickup plan;2024-05-12 08:30:30
tr11;Pcp397;Assigned truck for pickup plan;2024-05-12 08:35:29
tr20;Silo9;Truck determined for continuing pickup at silo;2024-05-12 08:40:16
Silo10;tr21;Aranged silo for truck;2024-05-12 08:40:33
tr49;Pcp469;Assigned truck for pickup plan;2024-05-12 08:42:41
tr33;Pcp45;Assigned truck for pickup plan;2024-05-12 08:43:08
Silo19;tr11;Aranged silo for truck;2024-05-12 08:44:57
tr35;Silo14;Truck determined for continuing pickup at silo;2024-05-12 08:45:04
tr21;Silo10;Truck determined for continuing pickup at silo;2024-05-12 08:45:18
Silo15;tr44;Aranged silo for truck;2024-05-12 08:47:52
Silo10;tr30;Aranged silo for truck;2024-05-12 08:48:18
tr25;Pcp281;Assigned truck for pickup plan;2024-05-12 08:51:16
tr30;Silo10;Truck determined for continuing pickup at silo;2024-05-12 08:51:37
tr38;Pcp296;Assigned truck for pickup plan;2024-05-12 08:56:05
Silo17;tr49;Aranged silo for truck;2024-05-12 08:56:39
tr11;Silo19;Truck determined for continuing pickup at silo;2024-05-12 08:57:16
tr7;Pcp470;Assigned truck for pickup plan;2024-05-12 08:57:35
tr44;Silo15;Truck determined for continuing pickup at silo;2024-05-12 08:58:12
Silo18;tr25;Aranged silo for truck;2024-05-12 08:59:42
tr18;Pcp260;Assigned truck for pickup plan;2024-05-12 09:01:58
tr26;Pcp175;Assigned truck for pickup plan;2024-05-12 09:02:04
tr49;Silo17;Truck determined for continuing pickup at silo;2024-05-12 09:04:15
tr25;Silo18;Truck determined for continuing pickup at silo;2024-05-12 09:06:43
Silo6;tr33;Aranged silo for truck;2024-05-12 09:09:58
tr29;Pcp276;Assigned truck for pickup plan;2024-05-12 09:11:57
tr33;Silo6;Truck determined for continuing pickup at silo;2024-05-12 09:12:18
Silo6;tr26;Aranged silo for truck;2024-05-12 09:15:25
tr1;Pcp485;Assigned truck for pickup plan;2024-05-12 09:16:08
Silo13;tr18;Aranged silo for truck;2024-05-12 09:16:34
Silo12;tr7;Aranged silo for truck;2024-05-12 09:19:25
tr18;Silo13;Truck determined for continuing pickup at silo;2024-05-12 09:20:59
tr26;Silo6;Truck determined for continuing pickup at silo;2024-05-12 09:22:47
tr40;Pcp275;Assigned truck for pickup plan;2024-05-12 09:24:25
tr17;Pcp423;Assigned truck for pickup plan;2024-05-12 09:25:08
tr7;Silo12;Truck determined for continuing pickup at silo;2024-05-12 09:26:07
tr20;Pcp103;Dropped truck from pickup plan;2024-05-12 09:27:25
tr4;Pcp38;Assigned truck for pickup plan;2024-05-12 09:29:13
Silo13;tr38;Aranged silo for truck;2024-05-12 09:30:15
tr24;Pcp41;Assigned truck for pickup plan;2024-05-12 09:31:06
tr32;Pcp457;Assigned truck for pickup plan;2024-05-12 09:32:17
tr49;Pcp469;Dropped truck from pickup plan;2024-05-12 09:32:34
tr8;Pcp76;Assigned truck for pickup plan;2024-05-12 09:34:51
tr38;Silo13;Truck determined for continuing pickup at silo;2024-05-12 09:35:09
tr15;Pcp213;Assigned truck for pickup plan;2024-05-12 09:36:42
tr46;Pcp177;Assigned truck for pickup plan;2024-05-12 09:38:34
tr6;Pcp106;Assigned truck for pickup plan;2024-05-12 09:39:44
Silo2;tr40;Aranged silo for truck;2024-05-12 09:41:02
Silo12;tr29;Aranged silo for truck;2024-05-12 09:42:14
Silo19;tr1;Aranged silo for truck;2024-05-12 09:43:59
Silo5;tr4;Aranged silo for truck;2024-05-12 09:44:57
tr23;Pcp56;Assigned truck for pickup plan;2024-05-12 09:45:21
Silo20;tr24;Aranged silo for truck;2024-05-12 09:46:09
tr24;Silo20;Truck determined for continuing pickup at silo;2024-05-12 09:49:01
tr29;Silo12;Truck determined for continuing pickup at silo;2024-05-12 09:49:52
tr4;Silo5;Truck determined for continuing pickup at silo;2024-05-12 09:49:54
tr1;Silo19;Truck determined for continuing pickup at silo;2024-05-12 09:51:31
Silo19;tr8;Aranged silo for truck;2024-05-12 09:52:31
tr8;Silo19;Truck determined for continuing pickup at silo;2024-05-12 09:57:14
tr40;Silo2;Truck determined for continuing pickup at silo;2024-05-12 09:58:51
tr39;Pcp24;Assigned truck for pickup plan;2024-05-12 10:00:22
Silo2;tr17;Aranged silo for truck;2024-05-12 10:01:44
Silo5;tr6;Aranged silo for truck;2024-05-12 10:02:02
Silo15;tr15;Aranged silo for truck;2024-05-12 10:02:23
Silo20;tr32;Aranged silo for truck;2024-05-12 10:03:31
tr17;Silo2;Truck determined for continuing pickup at silo;2024-05-12 10:04:37
tr43;Pcp204;Assigned truck for pickup plan;2024-05-12 10:04:43
tr6;Silo5;Truck determined for continuing pickup at silo;2024-05-12 10:04:44
tr44;Pcp427;Dropped truck from pickup plan;2024-05-12 10:05:12
Silo9;tr46;Aranged silo for truck;2024-05-12 10:05:54
tr15;Silo15;Truck determined for continuing pickup at silo;2024-05-12 10:06:28
tr32;Silo20;Truck determined for continuing pickup at silo;2024-05-12 10:08:25
tr19;Pcp151;Assigned truck for pickup plan;2024-05-12 10:09:34
Silo16;tr23;Aranged silo for truck;2024-05-12 10:09:46
tr46;Silo9;Truck determined for continuing pickup at silo;2024-05-12 10:10:11
tr45;Pcp495;Assigned truck for pickup plan;2024-05-12 10:13:30
tr7;Pcp470;Dropped truck from pickup plan;2024-05-12 10:19:37
Silo20;tr43;Aranged silo for truck;2024-05-12 10:20:53
tr25;Pcp281;Dropped truck from pickup plan;2024-05-12 10:21:18
Silo4;tr39;Aranged silo for truck;2024-05-12 10:21:24
tr23;Silo16;Truck determined for continuing pickup at silo;2024-05-12 10:21:37
tr40;Pcp275;Dropped truck from pickup plan;2024-05-12 10:24:00
tr39;Silo4;Truck determined for continuing pickup at silo;2024-05-12 10:26:07
tr32;Pcp457;Dropped truck from pickup plan;2024-05-12 10:26:59
tr4;Pcp38;Dropped truck from pickup plan;2024-05-12 10:27:20
tr14;Pcp49;Assigned truck for pickup plan;2024-05-12 10:27:49
tr43;Silo20;Truck determined for continuing pickup at silo;2024-05-12 10:29:11
tr8;Pcp76;Dropped truck from pickup plan;2024-05-12 10:29:28
tr15;Pcp213;Dropped truck from pickup plan;2024-05-12 10:31:27
Silo20;tr19;Aranged silo for truck;2024-05-12 10:31:48
Silo3;tr45;Aranged silo for truck;2024-05-12 10:33:26
tr42;Pcp205;Assigned truck for pickup plan;2024-05-12 10:35:10
tr38;Pcp296;Dropped truck from pickup plan;2024-05-12 10:37:04
tr31;Pcp196;Assigned truck for pickup plan;2024-05-12 10:39:29
Silo16;tr14;Aranged silo for truck;2024-05-12 10:41:09
tr19;Silo20;Truck determined for continuing pickup at silo;2024-05-12 10:44:05
tr35;Pcp342;Dropped truck from pickup plan;2024-05-12 10:44:50
tr28;Pcp447;Assigned truck for pickup plan;2024-05-12 10:45:03
tr11;Pcp397;Dropped truck from pickup plan;2024-05-12 10:45:31
tr33;Pcp45;Dropped truck from pickup plan;2024-05-12 10:46:03
tr18;Pcp260;Dropped truck from pickup plan;2024-05-12 10:46:30
Silo14;tr42;Aranged silo for truck;2024-05-12 10:49:51
tr37;Pcp447;Assigned truck for pickup plan;2024-05-12 10:50:18
tr45;Silo3;Truck determined for continuing pickup at silo;2024-05-12 10:51:23
Silo19;tr31;Aranged silo for truck;2024-05-12 10:52:33
tr27;Pcp236;Assigned truck for pickup plan;2024-05-12 10:52:36
Silo20;tr28;Aranged silo for truck;2024-05-12 10:56:05
tr42;Silo14;Truck determined for continuing pickup at silo;2024-05-12 10:57:58
tr14;Silo16;Truck determined for continuing pickup at silo;2024-05-12 11:00:04
tr28;Silo20;Truck determined for continuing pickup at silo;2024-05-12 11:00:59
tr29;Pcp276;Dropped truck from pickup plan;2024-05-12 11:03:09
tr31;Silo19;Truck determined for continuing pickup at silo;2024-05-12 11:03:49
tr46;Pcp177;Dropped truck from pickup plan;2024-05-12 11:06:45
tr19;Pcp151;Dropped truck from pickup plan;2024-05-12 11:07:06
Silo20;tr37;Aranged silo for truck;2024-05-12 11:07:40
tr37;Silo20;Truck determined for continuing pickup at silo;2024-05-12 11:10:34
tr17;Pcp423;Dropped truck from pickup plan;2024-05-12 11:12:15
Silo9;tr27;Aranged silo for truck;2024-05-12 11:21:31
tr42;Pcp205;Dropped truck from pickup plan;2024-05-12 11:23:24
tr1;Pcp485;Dropped truck from pickup plan;2024-05-12 11:27:22
tr31;Pcp196;Dropped truck from pickup plan;2024-05-12 11:28:03
tr27;Silo9;Truck determined for continuing pickup at silo;2024-05-12 11:30:39
tr9;Pcp23;Assigned truck for pickup plan;2024-05-12 11:38:51
tr24;Pcp41;Dropped truck from pickup plan;2024-05-12 11:41:23
tr37;Pcp447;Dropped truck from pickup plan;2024-05-12 11:41:39
tr28;Pcp447;Dropped truck from pickup plan;2024-05-12 11:43:23
tr26;Pcp175;Dropped truck from pickup plan;2024-05-12 11:47:59
tr43;Pcp204;Dropped truck from pickup plan;2024-05-12 11:53:58
tr14;Pcp49;Dropped truck from pickup plan;2024-05-12 11:55:23
tr23;Pcp56;Dropped truck from pickup plan;2024-05-12 12:01:27
Silo1;tr9;Aranged silo for truck;2024-05-12 12:09:11
tr16;Pcp117;Assigned truck for pickup plan;2024-05-12 12:14:01
tr6;Pcp106;Dropped truck from pickup plan;2024-05-12 12:14:06
tr9;Silo1;Truck determined for continuing pickup at silo;2024-05-12 12:14:26
tr27;Pcp236;Dropped truck from pickup plan;2024-05-12 12:21:38
tr5;Pcp453;Assigned truck for pickup plan;2024-05-12 12:25:37
tr39;Pcp24;Dropped truck from pickup plan;2024-05-12 12:26:58
Silo13;tr16;Aranged silo for truck;2024-05-12 12:34:04
tr16;Silo13;Truck determined for continuing pickup at silo;2024-05-12 12:42:19
tr9;Pcp23;Dropped truck from pickup plan;2024-05-12 12:43:04
Silo10;tr5;Aranged silo for truck;2024-05-12 12:50:44
tr5;Silo10;Truck determined for continuing pickup at silo;2024-05-12 12:55:57
tr16;Pcp117;Dropped truck from pickup plan;2024-05-12 13:11:05
tr5;Pcp453;Dropped truck from pickup plan;2024-05-12 13:24:15
tr48;Pcp294;Assigned truck for pickup plan;2024-05-12 14:44:54
tr34;Pcp211;Assigned truck for pickup plan;2024-05-12 14:56:29
Silo15;tr48;Aranged silo for truck;2024-05-12 14:58:59
tr41;Pcp284;Assigned truck for pickup plan;2024-05-12 15:03:32
tr48;Silo15;Truck determined for continuing pickup at silo;2024-05-12 15:08:25
Silo19;tr34;Aranged silo for truck;2024-05-12 15:16:41
Silo8;tr41;Aranged silo for truck;2024-05-12 15:24:49
tr34;Silo19;Truck determined for continuing pickup at silo;2024-05-12 15:27:12
tr48;Pcp294;Dropped truck from pickup plan;2024-05-12 15:35:24
tr41;Silo8;Truck determined for continuing pickup at silo;2024-05-12 15:37:15
tr41;Pcp284;Dropped truck from pickup plan;2024-05-12 15:52:33
tr50;Pcp72;Assigned truck for pickup plan;2024-05-12 15:53:17
tr2;Pcp179;Assigned truck for pickup plan;2024-05-12 16:22:01
tr34;Pcp211;Dropped truck from pickup plan;2024-05-12 16:32:02
Silo16;tr2;Aranged silo for truck;2024-05-12 16:37:03
Silo14;tr50;Aranged silo for truck;2024-05-12 16:39:39
tr2;Silo16;Truck determined for continuing pickup at silo;2024-05-12 16:40:10
tr50;Silo14;Truck determined for continuing pickup at silo;2024-05-12 16:43:43
tr13;Pcp25;Assigned truck for pickup plan;2024-05-12 17:16:50
tr22;Pcp395;Assigned truck for pickup plan;2024-05-12 17:21:30
tr47;Pcp367;Assigned truck for pickup plan;2024-05-12 17:25:23
tr12;Pcp151;Assigned truck for pickup plan;2024-05-12 17:28:44
Silo4;tr47;Aranged silo for truck;2024-05-12 17:37:40
Silo9;tr22;Aranged silo for truck;2024-05-12 17:39:26
Silo5;tr13;Aranged silo for truck;2024-05-12 17:41:31
tr36;Pcp209;Assigned truck for pickup plan;2024-05-12 17:43:09
Silo20;tr12;Aranged silo for truck;2024-05-12 17:46:30
tr47;Silo4;Truck determined for continuing pickup at silo;2024-05-12 17:52:40
tr13;Silo5;Truck determined for continuing pickup at silo;2024-05-12 17:55:28
tr12;Silo20;Truck determined for continuing pickup at silo;2024-05-12 17:56:15
tr50;Pcp72;Dropped truck from pickup plan;2024-05-12 17:56:44
Silo20;tr36;Aranged silo for truck;2024-05-12 17:57:28
tr22;Silo9;Truck determined for continuing pickup at silo;2024-05-12 17:57:35
tr2;Pcp179;Dropped truck from pickup plan;2024-05-12 18:01:52
tr36;Silo20;Truck determined for continuing pickup at silo;2024-05-12 18:03:36
tr12;Pcp151;Dropped truck from pickup plan;2024-05-12 18:13:57
tr13;Pcp25;Dropped truck from pickup plan;2024-05-12 18:14:15
tr47;Pcp367;Dropped truck from pickup plan;2024-05-12 18:25:57
Pcp43;Cr10;Lodged pickup plan for cargo;2024-05-12 18:28:24
tr36;Pcp209;Dropped truck from pickup plan;2024-05-12 18:34:02
tr3;Pcp342;Assigned truck for pickup plan;2024-05-12 19:28:30
Silo14;tr3;Aranged silo for truck;2024-05-12 19:53:29
tr3;Silo14;Truck determined for continuing pickup at silo;2024-05-12 20:02:09
tr22;Pcp395;Dropped truck from pickup plan;2024-05-12 20:13:08
tr3;Pcp342;Dropped truck from pickup plan;2024-05-12 20:35:13
Pcp152;Cr1;Lodged pickup plan for cargo;2024-05-12 22:12:11
Pcp66;Cr10;Lodged pickup plan for cargo;2024-05-13 14:06:38
tr10;Pcp355;Assigned truck for pickup plan;2024-05-14 08:15:41
Silo14;tr10;Aranged silo for truck;2024-05-14 08:35:17
tr21;Pcp177;Assigned truck for pickup plan;2024-05-14 08:47:50
tr10;Silo14;Truck determined for continuing pickup at silo;2024-05-14 08:49:41
tr30;Pcp182;Assigned truck for pickup plan;2024-05-14 08:55:10
Silo9;tr21;Aranged silo for truck;2024-05-14 09:08:55
Silo6;tr30;Aranged silo for truck;2024-05-14 09:11:14
tr30;Silo6;Truck determined for continuing pickup at silo;2024-05-14 09:14:45
tr21;Silo9;Truck determined for continuing pickup at silo;2024-05-14 09:24:24
tr20;Pcp202;Assigned truck for pickup plan;2024-05-14 09:28:09
tr49;Pcp487;Assigned truck for pickup plan;2024-05-14 09:33:54
tr30;Pcp182;Dropped truck from pickup plan;2024-05-14 09:39:44
Silo10;tr20;Aranged silo for truck;2024-05-14 09:53:36
tr20;Silo10;Truck determined for continuing pickup at silo;2024-05-14 10:02:29
tr44;Pcp159;Assigned truck for pickup plan;2024-05-14 10:05:50
Silo5;tr49;Aranged silo for truck;2024-05-14 10:09:32
tr49;Silo5;Truck determined for continuing pickup at silo;2024-05-14 10:14:29
tr7;Pcp77;Assigned truck for pickup plan;2024-05-14 10:20:24
tr25;Pcp153;Assigned truck for pickup plan;2024-05-14 10:22:20
tr40;Pcp100;Assigned truck for pickup plan;2024-05-14 10:24:50
tr4;Pcp252;Assigned truck for pickup plan;2024-05-14 10:27:58
tr32;Pcp423;Assigned truck for pickup plan;2024-05-14 10:28:47
tr20;Pcp202;Dropped truck from pickup plan;2024-05-14 10:29:02
tr8;Pcp419;Assigned truck for pickup plan;2024-05-14 10:30:39
tr15;Pcp411;Assigned truck for pickup plan;2024-05-14 10:32:40
tr10;Pcp355;Dropped truck from pickup plan;2024-05-14 10:34:23
tr38;Pcp284;Assigned truck for pickup plan;2024-05-14 10:38:25
Silo16;tr4;Aranged silo for truck;2024-05-14 10:42:37
Silo16;tr15;Aranged silo for truck;2024-05-14 10:43:30
Silo6;tr40;Aranged silo for truck;2024-05-14 10:44:05
Silo12;tr7;Aranged silo for truck;2024-05-14 10:44:15
Silo2;tr32;Aranged silo for truck;2024-05-14 10:45:36
tr35;Pcp142;Assigned truck for pickup plan;2024-05-14 10:45:37
tr7;Silo12;Truck determined for continuing pickup at silo;2024-05-14 10:46:58
tr15;Silo16;Truck determined for continuing pickup at silo;2024-05-14 10:47:33
tr33;Pcp370;Assigned truck for pickup plan;2024-05-14 10:48:00
tr18;Pcp396;Assigned truck for pickup plan;2024-05-14 10:48:14
tr11;Pcp408;Assigned truck for pickup plan;2024-05-14 10:50:07
tr4;Silo16;Truck determined for continuing pickup at silo;2024-05-14 10:50:16
Silo5;tr25;Aranged silo for truck;2024-05-14 10:50:29
Silo16;tr8;Aranged silo for truck;2024-05-14 10:53:09
tr25;Silo5;Truck determined for continuing pickup at silo;2024-05-14 10:55:18
tr45;Pcp296;Assigned truck for pickup plan;2024-05-14 10:55:38
Silo2;tr35;Aranged silo for truck;2024-05-14 10:55:59
tr32;Silo2;Truck determined for continuing pickup at silo;2024-05-14 10:58:00
tr8;Silo16;Truck determined for continuing pickup at silo;2024-05-14 10:58:44
Silo6;tr33;Aranged silo for truck;2024-05-14 10:58:49
Silo1;tr44;Aranged silo for truck;2024-05-14 10:59:47
tr40;Silo6;Truck determined for continuing pickup at silo;2024-05-14 11:00:47
tr33;Silo6;Truck determined for continuing pickup at silo;2024-05-14 11:01:55
Silo2;tr18;Aranged silo for truck;2024-05-14 11:02:12
tr29;Pcp117;Assigned truck for pickup plan;2024-05-14 11:04:26
Silo10;tr11;Aranged silo for truck;2024-05-14 11:04:32
tr35;Silo2;Truck determined for continuing pickup at silo;2024-05-14 11:05:14
tr18;Silo2;Truck determined for continuing pickup at silo;2024-05-14 11:05:50
Silo13;tr45;Aranged silo for truck;2024-05-14 11:05:57
tr46;Pcp476;Assigned truck for pickup plan;2024-05-14 11:09:04
tr19;Pcp131;Assigned truck for pickup plan;2024-05-14 11:09:24
tr44;Silo1;Truck determined for continuing pickup at silo;2024-05-14 11:09:36
tr11;Silo10;Truck determined for continuing pickup at silo;2024-05-14 11:13:07
tr17;Pcp275;Assigned truck for pickup plan;2024-05-14 11:13:24
tr15;Pcp411;Dropped truck from pickup plan;2024-05-14 11:14:14
tr45;Silo13;Truck determined for continuing pickup at silo;2024-05-14 11:14:24
tr25;Pcp153;Dropped truck from pickup plan;2024-05-14 11:16:48
Silo8;tr38;Aranged silo for truck;2024-05-14 11:18:02
Silo13;tr29;Aranged silo for truck;2024-05-14 11:18:08
tr7;Pcp77;Dropped truck from pickup plan;2024-05-14 11:18:10
tr29;Silo13;Truck determined for continuing pickup at silo;2024-05-14 11:22:45
Silo10;tr19;Aranged silo for truck;2024-05-14 11:23:32
tr42;Pcp171;Assigned truck for pickup plan;2024-05-14 11:24:34
tr19;Silo10;Truck determined for continuing pickup at silo;2024-05-14 11:25:52
tr1;Pcp398;Assigned truck for pickup plan;2024-05-14 11:29:05
tr31;Pcp211;Assigned truck for pickup plan;2024-05-14 11:29:05
Silo16;tr46;Aranged silo for truck;2024-05-14 11:33:04
tr38;Silo8;Truck determined for continuing pickup at silo;2024-05-14 11:33:18
tr40;Pcp100;Dropped truck from pickup plan;2024-05-14 11:33:49
tr46;Silo16;Truck determined for continuing pickup at silo;2024-05-14 11:35:24
tr18;Pcp396;Dropped truck from pickup plan;2024-05-14 11:36:04
tr33;Pcp370;Dropped truck from pickup plan;2024-05-14 11:36:53
Silo2;tr17;Aranged silo for truck;2024-05-14 11:38:01
Silo19;tr31;Aranged silo for truck;2024-05-14 11:38:51
tr45;Pcp296;Dropped truck from pickup plan;2024-05-14 11:39:08
Silo6;tr42;Aranged silo for truck;2024-05-14 11:41:56
tr24;Pcp197;Assigned truck for pickup plan;2024-05-14 11:42:22
Silo9;tr1;Aranged silo for truck;2024-05-14 11:43:23
tr37;Pcp72;Assigned truck for pickup plan;2024-05-14 11:44:41
tr31;Silo19;Truck determined for continuing pickup at silo;2024-05-14 11:44:57
tr17;Silo2;Truck determined for continuing pickup at silo;2024-05-14 11:45:53
tr28;Pcp379;Assigned truck for pickup plan;2024-05-14 11:46:04
tr26;Pcp467;Assigned truck for pickup plan;2024-05-14 11:48:45
tr43;Pcp309;Assigned truck for pickup plan;2024-05-14 11:54:29
tr1;Silo9;Truck determined for continuing pickup at silo;2024-05-14 11:55:41
tr42;Silo6;Truck determined for continuing pickup at silo;2024-05-14 11:56:01
tr14;Pcp249;Assigned truck for pickup plan;2024-05-14 11:56:18
tr31;Pcp211;Dropped truck from pickup plan;2024-05-14 11:57:44
tr19;Pcp131;Dropped truck from pickup plan;2024-05-14 12:02:07
Silo12;tr26;Aranged silo for truck;2024-05-14 12:02:09
tr23;Pcp270;Assigned truck for pickup plan;2024-05-14 12:02:13
Silo4;tr28;Aranged silo for truck;2024-05-14 12:03:14
tr29;Pcp117;Dropped truck from pickup plan;2024-05-14 12:03:46
tr26;Silo12;Truck determined for continuing pickup at silo;2024-05-14 12:04:53
Silo14;tr37;Aranged silo for truck;2024-05-14 12:06:05
